confidence,score,length_ratio,chars_per_second
0.8434086,-0.4557962212840742,1.5625,11.961722488038278
0.94314104,-0.3898237120883579,1.1069767441860465,14.875
0.83453196,-0.7732863493328933,0.5172413793103449,3.456221198156682
0.8517181,-0.6483315007867271,0.5666666666666667,3.932151117964533
0.8739936,-0.46944295633547933,1.0731707317073171,8.118081180811815
0.88192195,-0.556694109974246,0.8780487804878049,10.037174721189587
0.9479195,-0.4392371275949838,1.0769230769230769,12.439418416801297
0.9052962,-0.3090834013850403,1.3555555555555556,17.35419630156472
0.8745987,-0.3682143793698608,0.8571428571428571,7.741935483870982
0.9027186,-0.5404533222723571,0.673469387755102,3.9007092198581557
0.94465685,-0.30329078371758716,0.9936305732484076,12.371134020618557
0.9740997,-0.4281320256238653,0.9655172413793104,25.925925925925966
0.96239334,-0.13478345041529788,1.0095238095238095,11.784324624791545
0.9127521,-0.36855242860431103,1.108695652173913,13.263979193758132
0.95137495,-0.2740907705928813,1.3695652173913044,14.719626168224295
0.9341111,-0.3679211350720725,1.2608695652173914,13.242009132420083
0.91347575,-0.3454651811464067,0.9642857142857143,14.316012725344677
0.8647264,-0.47997840620188725,1.2244897959183674,9.983361064891815
0.9364021,-0.3268075388404247,1.0789473684210527,14.642857142857158
0.93858594,-0.18100567201768764,1.0136986301369864,11.508553654743379
0.8551856,-0.37415093057222554,1.2903225806451613,10.526315789473653
0.9190385,-0.3478281441144695,1.175,14.358452138492881
0.9289146,-0.373972341025678,1.0769230769230769,12.827225130890076
0.9501327,-0.2962527630279888,1.2340425531914894,15.825375170532032
0.94255054,-0.24808300636709277,1.0,12.607944732297081
0.93354684,-0.491149337683118,1.1290322580645162,9.803921568627391
0.87685984,-0.755363715660979,0.5416666666666666,2.9456193353474363
0.77994823,-0.5171861707328442,1.0256410256410255,16.393442622950836
0.927605,-0.45511355545388105,1.3267326732673268,24.452554744525465
0.9291167,-0.3727653707725484,1.2945205479452055,20.366379310344826
0.883009,-0.4052621239460047,1.3061224489795917,21.368948247078432
0.8793449,-0.5000813336425304,0.9902912621359223,12.73408239700376
0.7900633,-0.7122754558566968,0.6521739130434783,16.1290322580644
0.92039406,-0.65541019395049,0.6976744186046512,3.4843205574912837
0.817935,-0.452319410413458,0.9519230769230769,16.582914572864247
0.904871,-0.35508933143694255,1.2156862745098038,20.94594594594609
0.900432,-0.37539427985466034,1.2488262910798122,18.395573997233775
0.8822729,-0.47253756494995575,1.1325301204819278,15.798319327730972
0.92439497,-0.4806337881156552,1.2325581395348837,21.99170124481357
0.8823448,-0.41876540764570674,1.7419354838709677,17.197452229299437
0.9262533,-0.40701762231246885,1.8085106382978724,19.362186788154705
0.9244988,-0.4876587720139531,1.205128205128205,14.156626506024125
0.96805036,-0.5882089229952298,0.9047619047619048,17.117117117116905
0.9026759,-0.44916478001134025,1.1382113821138211,11.686143572621074
0.90677863,-0.411216196046039,1.4482758620689655,20.19230769230766
0.8695002,-0.45892379144062073,1.1797752808988764,17.100977198697105
0.93269753,-0.39498116091999813,0.9076923076923077,11.683168316831656
0.9627732,-0.3573807232692718,0.9545454545454546,19.09090909090919
0.90865487,-0.4508865582748868,0.9,18.060200668896265
0.7962073,-0.4633828870432998,1.5714285714285714,3.754266211604087
0.8460299,-0.511951725660557,1.0379746835443038,10.621761658031051
0.9059735,-0.4373012212398605,1.054054054054054,23.353293413174224
0.94042933,-0.19289566721068085,1.0514705882352942,12.253641816623805
0.951456,-0.2741654259786543,1.1358024691358024,12.010443864229726
0.9543371,-0.25355477312131464,1.1470588235294117,14.847715736040618
0.9674078,-0.11873652062986156,1.0679611650485437,14.30429128738622
0.8897878,-0.3169957215033202,0.9411764705882353,3.7296037296037614
0.92726505,-0.42624535764359034,1.0689655172413792,13.419913419913406
0.6966859,-0.45486793049853524,1.3636363636363635,21.89781021897803
0.9424333,-0.3566374622100213,1.2407407407407407,19.36416184971078
